Frequency(THz)	Total_DOS	Branch_1	Branch_2	Branch_3	Branch_4	Branch_5	Branch_6	Branch_7	Branch_8	Branch_9	Branch_10	Branch_11	Branch_12	Branch_13	Branch_14	Branch_15	Branch_16	Branch_17	Branch_18	Branch_19	Branch_20	Branch_21	Branch_22	Branch_23	Branch_24	Branch_25	Branch_26	Branch_27	Branch_28	Branch_29	Branch_30
4.880439	133286.806550	0.000000	0.000000	8.176804	84934.201935	48234.436676	109.991136	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.907254	117543.773636	0.000000	0.000000	3.209900	61176.356097	56150.331493	213.876146	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.934070	108477.409827	0.000000	0.000000	1.182532	41905.434203	66173.885587	396.907505	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.960886	106661.987947	0.000000	0.000000	0.408404	27226.235220	78729.010360	706.333964	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.987701	112051.115827	0.000000	0.000000	0.132114	16739.129891	94100.275823	1211.578000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.014517	124055.685299	0.000000	0.000000	0.040002	9719.505328	112322.851652	2013.288318	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.041332	141661.062840	0.000000	0.000000	0.011330	5320.887342	133084.963267	3255.200901	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.068148	163551.803103	0.000000	0.000000	0.003000	2742.353060	155672.247323	5137.199719	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.094964	188233.712677	0.000000	0.000000	0.000743	1329.000937	178979.605728	7925.105269	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.121779	214157.637169	0.000000	0.000000	0.000172	604.966451	201602.813971	11949.856576	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.148595	239848.195497	0.000000	0.000000	0.000037	258.433450	222001.914564	17587.847446	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.175410	264027.941330	0.000000	0.000000	0.000007	103.523812	238707.283184	25217.134327	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.202226	285715.018637	0.000000	0.000000	0.000001	38.861089	250524.667234	35151.490312	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.229042	304271.049365	0.000000	0.000000	0.000000	13.662210	256693.537003	47563.850151	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.255857	319388.476738	0.000000	0.000000	0.000000	4.496132	256965.421558	62418.559043	0.000005	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.282673	331026.522733	0.000000	0.000000	0.000000	1.384451	251591.341045	79433.797212	0.000025	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.309488	339321.355074	0.000000	0.000000	0.000000	0.398721	241231.480048	98089.476182	0.000124	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.336304	344500.353862	0.000000	0.000000	0.000000	0.107365	226817.174903	117683.071017	0.000577	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.363120	346821.217848	0.000000	0.000000	0.000000	0.027023	209400.558609	137420.629700	0.002516	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.389935	346540.404487	0.000000	0.000000	0.000000	0.006356	190021.980648	156518.407230	0.010253	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.416751	343901.756317	0.000000	0.000000	0.000000	0.001396	169614.395217	174287.320652	0.039052	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.443566	339132.159134	0.000000	0.000000	0.000000	0.000287	148952.076405	190179.943366	0.139077	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.470382	332437.026142	0.000000	0.000000	0.000000	0.000055	128640.855301	203795.707444	0.463342	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.497198	323998.110160	0.000000	0.000000	0.000000	0.000010	109139.370573	214857.294784	1.444792	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.524013	313981.085587	0.000000	0.000000	0.000000	0.000002	90796.106471	223180.759997	4.219118	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.550829	302555.496650	0.000000	0.000000	0.000000	0.000000	73886.115336	228657.835270	11.546044	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.577644	289917.648141	0.000000	0.000000	0.000000	0.000000	58634.711878	231253.304618	29.631645	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.604460	276297.438558	0.000000	0.000000	0.000000	0.000000	45222.189939	231003.874301	71.374316	0.000002	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.631276	261933.531546	0.000000	0.000000	0.000000	0.000000	33771.584200	228000.442448	161.504888	0.000010	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.658091	247020.506648	0.000000	0.000000	0.000000	0.000000	24328.085164	222348.762634	343.658799	0.000051	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.684907	231657.017119	0.000000	0.000000	0.000000	0.000000	16841.791495	214126.792955	688.432428	0.000241	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.711722	215837.148493	0.000000	0.000000	0.000000	0.000000	11164.033933	203373.114533	1299.998964	0.001063	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.738538	199513.367851	0.000000	0.000000	0.000000	0.000000	7062.079145	190133.885180	2317.399141	0.004385	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.765354	182720.369994	0.000000	0.000000	0.000000	0.000000	4249.816263	174564.383187	3906.153631	0.016913	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.792169	165705.853718	0.000000	0.000000	0.000000	0.000000	2426.140574	157042.213844	6237.438273	0.061027	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.818985	148995.662692	0.000000	0.000000	0.000000	0.000000	1310.660663	138228.659297	9456.136639	0.206093	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.845800	133343.591281	0.000000	0.000000	0.000000	0.000000	668.571604	119029.715585	13644.652264	0.651828	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.872616	119571.439458	0.000000	0.000000	0.000000	0.000000	321.417732	100454.134518	18793.954995	1.932213	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.899432	108361.510022	0.000000	0.000000	0.000000	0.000000	145.395629	83416.735939	24794.005612	5.372842	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.926247	100088.513976	0.000000	0.000000	0.000000	0.000000	61.800143	68561.854087	31450.831050	14.028696	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.953063	94757.454611	0.000000	0.000000	0.000000	0.000000	24.653003	56170.064631	38528.301614	34.435363	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.979878	92062.720968	0.000000	0.000000	0.000000	0.000000	9.220495	46170.912226	45803.016216	79.572031	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.006694	91531.762929	0.000000	0.000000	0.000000	0.000000	3.230499	38239.851119	53115.311091	173.370220	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.033510	92690.298400	0.000000	0.000000	0.000000	0.000000	1.059492	31931.486644	60400.938212	356.814051	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.060325	95192.048878	0.000000	0.000000	0.000000	0.000000	0.325063	26801.164073	67695.425384	695.134358	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.087141	98883.028266	0.000000	0.000000	0.000000	0.000000	0.093249	22485.407217	75112.625202	1284.902598	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.113956	103800.065168	0.000000	0.000000	0.000000	0.000000	0.025000	18734.581785	82806.236930	2259.221453	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.140772	110122.532622	0.000000	0.000000	0.000000	0.000000	0.006261	15407.561115	90926.016059	3788.949187	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.167588	118102.282226	0.000000	0.000000	0.000000	0.000000	0.001464	12444.651247	99579.543185	6078.086330	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.194403	127993.543029	0.000000	0.000000	0.000000	0.000000	0.000320	9833.901302	108807.674486	9351.966921	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.221219	139997.247997	0.000000	0.000000	0.000000	0.000000	0.000065	7581.264382	118578.416568	13837.566982	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.248034	154226.061529	0.000000	0.000000	0.000000	0.000000	0.000012	5689.917329	128799.924622	19736.219566	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.274850	170688.743790	0.000000	0.000000	0.000000	0.000000	0.000002	4149.802895	139348.099166	27190.841728	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.301666	189286.592387	0.000000	0.000000	0.000000	0.000000	0.000000	2935.583950	150098.261750	36252.746686	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.328481	209811.838563	0.000000	0.000000	0.000000	0.000000	0.000000	2009.823375	160945.688822	46856.326366	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.355297	231938.706333	0.000000	0.000000	0.000000	0.000000	0.000000	1328.216304	171799.577256	58810.912771	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.382112	255202.118615	0.000000	0.000000	0.000000	0.000000	0.000000	844.652936	182542.041971	71815.423700	0.000008	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.408928	278966.252152	0.000000	0.000000	0.000000	0.000000	0.000000	515.097023	192958.153863	85493.001223	0.000042	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.435744	302394.787170	0.000000	0.000000	0.000000	0.000000	0.000000	300.149229	202660.680308	99433.957422	0.000208	0.000003	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.462559	324444.798180	0.000000	0.000000	0.000000	0.000000	0.000000	166.524931	211045.867593	113232.404670	0.000970	0.000016	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.489375	343911.549449	0.000000	0.000000	0.000000	0.000000	0.000000	87.672562	217315.291603	126508.580979	0.004231	0.000073	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.516190	359544.595398	0.000000	0.000000	0.000000	0.000000	0.000000	43.669593	220579.381225	138921.526961	0.017311	0.000309	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.543006	370232.468173	0.000000	0.000000	0.000000	0.000000	0.000000	20.524727	220026.090557	150185.785220	0.066445	0.001223	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.569822	375219.483630	0.000000	0.000000	0.000000	0.000000	0.000000	9.081904	215107.617274	160102.540562	0.239356	0.004534	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.596637	374289.939811	0.000000	0.000000	0.000000	0.000000	0.000000	3.776184	205685.005759	168600.332570	0.809563	0.015736	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.623453	367850.768125	0.000000	0.000000	0.000000	0.000000	0.000000	1.473063	192082.982575	175763.689399	2.571900	0.051187	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.650268	356871.756009	0.000000	0.000000	0.000000	0.000000	0.000000	0.538416	175040.132662	181823.250913	7.677866	0.156152	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.677084	342692.832318	0.000000	0.000000	0.000000	0.000000	0.000000	0.184196	155576.695936	187093.957119	21.547980	0.447087	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.703900	326756.589094	0.000000	0.000000	0.000000	0.000000	0.000000	0.058929	134826.678424	191871.768416	56.880814	1.202511	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.730715	310347.531296	0.000000	0.000000	0.000000	0.000000	0.000000	0.017618	113883.467900	196319.700356	141.303883	3.041539	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.757531	294408.724997	0.000000	0.000000	0.000000	0.000000	0.000000	0.004919	93691.373896	200379.553848	330.549071	7.243263	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.784346	279471.816579	0.000000	0.000000	0.000000	0.000000	0.000000	0.001282	74990.834040	203736.079009	728.637964	16.264284	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.811162	265698.142369	0.000000	0.000000	0.000000	0.000000	0.000000	0.000312	58305.306640	205843.643965	1514.698320	34.493133	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.837978	253002.684728	0.000000	0.000000	0.000000	0.000000	0.000000	0.000071	43950.680937	206010.585090	2972.187187	69.231443	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.864793	241221.781233	0.000000	0.000000	0.000000	0.000000	0.000000	0.000015	32052.784677	203526.297243	5510.876927	131.822370	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.891609	230282.863420	0.000000	0.000000	0.000000	0.000000	0.000000	0.000003	22568.481157	197808.639548	9666.948327	238.794385	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.918424	220334.000674	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	15313.108925	188542.600799	16065.381323	412.909626	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.945240	211794.606625	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	9997.605565	175777.847508	25335.012517	684.141034	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.972056	205303.636486	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6273.940228	159957.778029	37981.092641	1090.825588	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.998871	201571.077018	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3782.062056	141868.366909	54239.212981	1681.435072	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
7.025687	201174.465543	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2189.520743	122517.547588	73949.990585	2517.406626	0.000002	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
7.052502	204367.912814	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1217.250408	102976.417277	96497.059638	3677.185479	0.000012	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
7.079318	210971.791108	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	649.835241	84223.444944	120837.384364	5261.126500	0.000059	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
7.106134	220383.959962	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	333.053033	67028.208354	145626.296432	7396.401870	0.000272	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
